,name,artist,category
1395,You Had Me From Hello,Bon Jovi,0
1396,Ain't That A Bitch,Aerosmith,2
1397,Amazing,Aerosmith,0
1398,Angel,Aerosmith,0
1399,Another Last Goodbye,Aerosmith,0
1400,Avant Garden,Aerosmith,3
1401,"Baby, Please Don't Go",Aerosmith,4
1402,Beyond Beautiful,Aerosmith,2
1403,Big Ten Inch Record,Aerosmith,0
1404,Bone to Bone (Coney Island White Fish Boy),Aerosmith,3
1405,Bright Light Fright,Aerosmith,4
1406,Chip Away The Stone,Aerosmith,3
1407,Chiquita,Aerosmith,3
1408,Combination,Aerosmith,3
1409,Crazy,Aerosmith,4
1410,Critical Mass,Aerosmith,3
1411,Cryin',Aerosmith,2
1412,Draw The Line,Aerosmith,4
1413,Dream On,Aerosmith,0
1414,Dude (Looks Like A Lady),Aerosmith,1
1415,Fallen Angels,Aerosmith,0
1416,Fly Away From Here,Aerosmith,0
1417,Full Circle,Aerosmith,0
1418,Gypsy Boots,Aerosmith,3
1419,Hole In My Soul,Aerosmith,2
1420,Home Tonight,Aerosmith,3
1421,Hoodoo/ Voodoo Medicine Man,Aerosmith,1
1422,I Ain't Got You,Aerosmith,3
1423,I'm Down,Aerosmith,4
1424,Jaded,Aerosmith,4
1425,Janie's Got A Gun,Aerosmith,2
1426,Kiss Your Past Good-bye,Aerosmith,2
1427,Last Child,Aerosmith,0
1428,Legendary Child,Aerosmith,1
1429,Let The Music Do The Talking,Aerosmith,3
1430,Lick And A Promise,Aerosmith,4
1431,Light Inside,Aerosmith,1
1432,Livin' On The Edge,Aerosmith,2
1433,Lord Of The Thighs,Aerosmith,3
1434,Love In An Elevator,Aerosmith,1
1435,Luv Lies,Aerosmith,0
1436,Magic Touch,Aerosmith,1
1437,Make It,Aerosmith,3
1438,Mama Kin,Aerosmith,3
1439,Mia,Aerosmith,3
1440,Milk Cow Blues,Aerosmith,0
1441,Monkey On My Back,Aerosmith,1
1442,Movin' Out,Aerosmith,3
1443,Nine Lives,Aerosmith,4
1444,No More No More,Aerosmith,3
1445,No Surprize,Aerosmith,3
1446,Oh Yeah,Aerosmith,4
1447,One Way Street,Aerosmith,3
1448,Permanent Vacation,Aerosmith,1
1449,Pink,Aerosmith,0
1450,Rag Doll,Aerosmith,1
1451,Rats In The Cellar,Aerosmith,3
1452,Remember (Walking In The Sand),Aerosmith,0
1453,Road Runner,Aerosmith,1
1454,Same Old Song And Dance,Aerosmith,4
1455,Seasons of Wither,Aerosmith,3
1456,Shela,Aerosmith,3
1457,Shut Up And Dance,Aerosmith,1
1458,Sick As A Dog,Aerosmith,3
1459,Simoriah,Aerosmith,4
1460,Somebody,Aerosmith,3
1461,Something's Gotta Give,Aerosmith,4
1462,Spaced,Aerosmith,3
1463,Sunny Side Of Love,Aerosmith,0
1464,Sunshine,Aerosmith,2
1465,Sweet Emotion,Aerosmith,3
1466,Taste of India,Aerosmith,1
1467,Tell Me,Aerosmith,2
1468,The Farm,Aerosmith,2
1469,The Grind,Aerosmith,0
1470,The Other Side,Aerosmith,4
1471,Toys In The Attic,Aerosmith,4
1472,Trip Hoppin',Aerosmith,1
1473,Uncle Salty,Aerosmith,3
1474,Under My Skin,Aerosmith,1
1475,Walk This Way,Aerosmith,3
1476,We All Fall Down1,Aerosmith,3
1477,What Could Have Been Love,Aerosmith,0
1478,What It Takes,Aerosmith,4
1479,Woman of the World,Aerosmith,0
1480,You See Me Crying,Aerosmith,3
1481,Young Lust,Aerosmith,1
1482,Carrie,Europe,0
1483,Cherokee,Europe,2
1484,Farewell,Europe,3
1485,Halfway to Heaven,Europe,0
1486,Heart of Stone,Europe,4
1487,I'll Cry For You,Europe,2
1488,Little Bit Of Lovin',Europe,4
1489,Love Chaser,Europe,2
1490,More Than Meets the Eye,Europe,3
1491,Ninja,Europe,4
1492,Open Your Heart,Europe,3
1493,Prisoners In Paradise,Europe,0
1494,Rock the Night,Europe,1
1495,Scream of Anger,Europe,3
1496,Superstitious,Europe,0
1497,The Final Countdown,Europe,4
1498,Time Has Come,Europe,4
1499,Tomorrow,Europe,3
1500,Wings of Tomorrow,Europe,3
1501,14 Years,Guns 'N Roses,4
1502,Ain't It Fun,Guns 'N Roses,1
1503,Attitude,Guns 'N Roses,4
1504,Bad Apples,Guns 'N Roses,1
1505,Bad Obsession,Guns 'N Roses,1
1506,Better,Guns 'N Roses,3
1507,Catcher In The Rye,Guns 'N Roses,4
1508,Civil War,Guns 'N Roses,3
1509,Coma,Guns 'N Roses,4
1510,Dead Horse,Guns 'N Roses,4
1511,Don't Cry,Guns 'N Roses,0
1512,Don't Damn Me,Guns 'N Roses,1
1513,Double Talkin' Jive,Guns 'N Roses,3
1514,Dust N' Bones,Guns 'N Roses,4
1515,Estranged,Guns 'N Roses,3
1516,Get In The Ring,Guns 'N Roses,4
1517,It's So Easy,Guns 'N Roses,3
1518,Knockin' On Heaven's Door,Guns 'N Roses,0
1519,Live And Let Die,Guns 'N Roses,0
1520,Madagascar,Guns 'N Roses,0
1521,Mama Kin1,Guns 'N Roses,4
1522,Mr. Brownstone,Guns 'N Roses,3
1523,My Michelle,Guns 'N Roses,3
1524,New Rose,Guns 'N Roses,4
1525,Nice Boys,Guns 'N Roses,4
1526,November Rain,Guns 'N Roses,3
1527,One In A Million,Guns 'N Roses,3
1528,Paradise City,Guns 'N Roses,3
1529,Patience,Guns 'N Roses,3
1530,Perfect Crime,Guns 'N Roses,1
1531,Prostitute,Guns 'N Roses,3
1532,Reckless Life,Guns 'N Roses,3
1533,Right Next Door To Hell,Guns 'N Roses,1
1534,Shotgun Blues,Guns 'N Roses,4
1535,Since I Don't Have You,Guns 'N Roses,2
1536,So Fine,Guns 'N Roses,0
1537,Sorry,Guns 'N Roses,0
1538,Street Of Dreams,Guns 'N Roses,0
1539,Sweet Child O' Mine,Guns 'N Roses,4
1540,There Was A Time,Guns 'N Roses,4
1541,Think About You,Guns 'N Roses,4
1542,This I Love,Guns 'N Roses,3
1543,Used To Love Her,Guns 'N Roses,4
1544,Welcome To The Jungle,Guns 'N Roses,1
1545,Yesterdays,Guns 'N Roses,0
1546,You Ain't The First,Guns 'N Roses,3
1547,You Can't Put Your Arms Around A Memory,Guns 'N Roses,4
1548,You Could Be Mine,Guns 'N Roses,4
1549,You're Crazy,Guns 'N Roses,1
1550,All I Want Is Everything,Def Leppard,0
1551,Another Hit And Run,Def Leppard,4
1552,Armageddon It,Def Leppard,4
1553,Blood Runs Cold,Def Leppard,0
1554,Bringin' On The Heartbreak,Def Leppard,3
1555,Can't Keep Away from the Flame,Def Leppard,3
1556,Comin' Under Fire,Def Leppard,2
1557,Demolition Man,Def Leppard,4
1558,Desert Song,Def Leppard,3
1559,Everyday1,Def Leppard,2
1560,Foolin',Def Leppard,2
1561,Fractured Love,Def Leppard,3
1562,From The Inside,Def Leppard,0
1563,Have You Ever Needed Someone So Bad,Def Leppard,0
1564,High 'N' Dry (Saturday Night),Def Leppard,4
1565,Hysteria,Def Leppard,2
1566,Last Dance,Def Leppard,0
1567,Let's Get Rocked,Def Leppard,4
1568,Let It Go,Def Leppard,4
1569,Let Me Be The One,Def Leppard,3
1570,Long Long Way To Go,Def Leppard,0
1571,Love And Affection,Def Leppard,1
1572,Love Bites,Def Leppard,0
1573,Nine Lives1,Def Leppard,0
1574,Pearl of Euphoria,Def Leppard,0
1575,Photograph,Def Leppard,4
1576,Pour Some Sugar On Me,Def Leppard,1
1577,Rebel Rebel,Def Leppard,4
1578,Rock Brigade,Def Leppard,4
1579,Run Riot,Def Leppard,1
1580,Too Late For Love,Def Leppard,2
1581,Two Steps Behind - Live,Def Leppard,3
1582,Wasted,Def Leppard,4
1583,When Love And Hate Collide - Live,Def Leppard,3
1584,Women,Def Leppard,2
1585,Ain't Gonna Cry No More,Whitesnake,3
1586,"All I Want, All I Need",Whitesnake,2
1587,All Or Nothing,Whitesnake,4
1588,Bad Boys,Whitesnake,4
1589,Blindman,Whitesnake,0
1590,Can’t Go On,Whitesnake,3
1591,Come an' Get It,Whitesnake,2
1592,Dancing Girls,Whitesnake,4
1593,Don’t Fade Away,Whitesnake,0
1594,Forevermore,Whitesnake,0
1595,Give Me All Your Love,Whitesnake,1
1596,Guilty of Love,Whitesnake,3
1597,Here I Go Again,Whitesnake,2
1598,Is This Love,Whitesnake,0
1599,Looking For Love,Whitesnake,1
1600,Love Ain't No Stranger,Whitesnake,3
1601,Love Will Set You Free,Whitesnake,4
1602,One Of These Days,Whitesnake,2
1603,Sailing Ships,Whitesnake,0
1604,Slow an' Easy,Whitesnake,3
1605,Soldier of Fortune,Whitesnake,3
1606,Spit It Out,Whitesnake,3
1607,Still Of The Night,Whitesnake,2
1608,Summer Rain,Whitesnake,2
1609,Take Me With You,Whitesnake,1
1610,The Deeper the Love,Whitesnake,2
1611,The Time Is Right For Love,Whitesnake,4
1612,Too Many Tears,Whitesnake,3
1613,Victim Of Love,Whitesnake,3
1614,Walking in the Shadow of the Blues,Whitesnake,2
1615,We Wish You Well,Whitesnake,3
1616,When I Think Of You (Color Me Blue),Whitesnake,2
1617,Would I Lie to You,Whitesnake,4
1618,(Oh) Pretty Woman,Van Halen,1
1619,Ain't Talkin' 'Bout Love,Van Halen,4
1620,Atomic Punk,Van Halen,1
1621,Ballot or the Bullet,Van Halen,1
1622,Beautiful Girls,Van Halen,0
1623,Best of Both Worlds,Van Halen,3
1624,Can't Stop Lovin' You,Van Halen,4
1625,Cathedral,Van Halen,3
1626,Dance the Night Away,Van Halen,4
1627,Dreams,Van Halen,3
1628,Drop Dead Legs,Van Halen,2
1629,Feel Your Love Tonight,Van Halen,4
1630,Feelin',Van Halen,2
1631,Fire in the Hole,Van Halen,2
1632,From Afar,Van Halen,0
1633,Give to Live,Van Halen,0
1634,Hear About It Later,Van Halen,2
1635,Judgement Day,Van Halen,3
1636,Jump,Van Halen,4
1637,Love Walks In,Van Halen,3
1638,Not Enough,Van Halen,3
1639,One I Want,Van Halen,0
1640,Panama,Van Halen,1
1641,Right Now,Van Halen,3
1642,Source of Infection,Van Halen,3
1643,Summer Nights,Van Halen,3
1644,Take Me Back,Van Halen,2
1645,When It's Love,Van Halen,3
1646,Why Can't This Be Love,Van Halen,3
1647,Baby Gets Around A Bit,Poison,1
1648,Be The One,Poison,4
1649,Cry Tough,Poison,1
1650,Every Rose Has Its Thorn,Poison,0
1651,Fallen Angel,Poison,4
1652,I Won't Forget You,Poison,0
1653,Last Song,Poison,0
1654,Lay Your Body Down,Poison,2
1655,Life Goes On,Poison,2
1656,Nothin' But A Good Time,Poison,1
1657,Only Time Will Tell,Poison,3
1658,Power to the People,Poison,4
1659,Ride The Wind,Poison,1
1660,Rock Star,Poison,2
1661,Shooting Star,Poison,4
1662,Something To Believe In1,Poison,0
1663,Squeeze Box,Poison,1
1664,Stand,Poison,0
1665,Talk Dirty To Me,Poison,4
1666,Until You Suffer Some (Fire And Ice),Poison,2
1667,Your Mama Don't Dance,Poison,4
1668,Ain't No Fun (Waiting Round to Be a Millionaire),AC/DC,0
1669,All Screwed Up,AC/DC,0
1670,Anything Goes,AC/DC,4
1671,Back In Black,AC/DC,0
1672,Big Balls,AC/DC,2
1673,Boogie Man,AC/DC,0
1674,Can't Stop Rock 'n' Roll,AC/DC,2
1675,Caught with Your Pants Down,AC/DC,0
1676,Chase the Ace,AC/DC,4
1677,Demon Fire,AC/DC,4
1678,Fire Your Guns,AC/DC,1
1679,Heatseeker,AC/DC,4
1680,Hell Ain't a Bad Place to Be,AC/DC,2
1681,Hells Bells,AC/DC,2
1682,Highway to Hell,AC/DC,4
1683,Hold Me Back,AC/DC,2
1684,If You Dare,AC/DC,2
1685,Jailbreak,AC/DC,4
1686,Little Lover,AC/DC,0
1687,Meanstreak,AC/DC,2
1688,Moneytalks,AC/DC,4
1689,Night Prowler,AC/DC,0
1690,Playing with Girls,AC/DC,1
1691,Ride On,AC/DC,0
1692,Rock 'N' Roll Damnation,AC/DC,1
1693,Rock and Roll Ain't Noise Pollution,AC/DC,2
1694,Rock N Roll Dream,AC/DC,2
1695,Rock the Blues Away,AC/DC,4
1696,Rock Your Heart Out,AC/DC,4
1697,Ruff Stuff,AC/DC,4
1698,Shoot to Thrill,AC/DC,4
1699,Shot In The Dark,AC/DC,2
1700,Sin City,AC/DC,2
1701,Skies on Fire,AC/DC,2
1702,Spoilin' for a Fight,AC/DC,2
1703,That's the Way I Wanna Rock 'N' Roll,AC/DC,4
1704,The Jack,AC/DC,0
1705,The Razors Edge,AC/DC,1
1706,This House Is on Fire,AC/DC,1
1707,Thunderstruck,AC/DC,4
1708,Touch Too Much,AC/DC,4
1709,War Machine,AC/DC,0
1710,Who Made Who,AC/DC,2
1711,Whole Lotta Rosie,AC/DC,0
1712,You Shook Me All Night Long,AC/DC,2
1713,***Flawless (feat. Chimamanda Ngozi Adichie),Beyonce,0
1714,1+1,Beyonce,3
1715,6 Inch (feat. The Weeknd),Beyonce,0
1716,7/11,Beyonce,2
1717,All Night,Beyonce,0
1718,Amor Gitano,Beyonce,0
1719,Ave Maria,Beyonce,3
1720,Baby Boy,Beyonce,3
1721,Be With You,Beyonce,0
1722,Beautiful Liar,Beyonce,2
1723,Best Thing I Never Had,Beyonce,2
1724,Broken-Hearted Girl,Beyonce,3
1725,Check On It,Beyonce,3
1726,Crazy In Love,Beyonce,3
1727,Crazy In Love (feat. Jay-Z),Beyonce,2
1728,Daddy Lessons,Beyonce,0
1729,Dangerously In Love,Beyonce,0
1730,Disappear,Beyonce,3
1731,Don't Hurt Yourself (feat. Jack White),Beyonce,0
1732,Ego,Beyonce,0
1733,Flaws and All,Beyonce,0
1734,Formation,Beyonce,2
1735,Forward (feat. James Blake),Beyonce,3
1736,Freedom (feat. Kendrick Lamar),Beyonce,2
1737,Green Light,Beyonce,2
1738,Halo,Beyonce,2
1739,Haunted,Beyonce,0
1740,Heaven,Beyonce,3
1741,Hello,Beyonce,2
1742,Hold Up,Beyonce,3
1743,I Care,Beyonce,2
1744,I Miss You,Beyonce,0
1745,I Was Here,Beyonce,2
1746,If I Were a Boy,Beyonce,2
1747,Irreplaceable,Beyonce,0
1748,Jealous,Beyonce,0
1749,Love Drought,Beyonce,0
1750,Love On Top,Beyonce,2
1751,Mine (feat. Drake),Beyonce,3
1752,Partition,Beyonce,0
1753,Pray You Catch Me,Beyonce,0
1754,Pretty Hurts,Beyonce,0
1755,Radio,Beyonce,0
1756,Rather Die Young,Beyonce,2
1757,Resentment,Beyonce,0
1758,Ring Off,Beyonce,2
1759,Rocket,Beyonce,0
1760,Sandcastles,Beyonce,3
1761,Satellites,Beyonce,3
1762,Scared of Lonely,Beyonce,2
1763,Smash Into You,Beyonce,0
1764,Sorry,Beyonce,2
1765,Start Over,Beyonce,0
1766,Sweet Dreams,Beyonce,2
1767,That's Why You're Beautiful,Beyonce,0
1768,Upgrade U,Beyonce,4
1769,Yes,Beyonce,3
1770,8,Billie Eilish,3
1771,all the good girls go to hell,Billie Eilish,0
1772,bad guy,Billie Eilish,0
1773,Billie Bossa Nova,Billie Eilish,3
1774,bury a friend,Billie Eilish,3
1775,Everybody Dies,Billie Eilish,3
1776,Getting Older,Billie Eilish,3
1777,goodbye,Billie Eilish,3
1778,Halley's Comet,Billie Eilish,3
1779,Happier Than Ever,Billie Eilish,3
1780,I Didn't Change My Number,Billie Eilish,0
1781,i love you,Billie Eilish,3
1782,ilomilo,Billie Eilish,3
1783,listen before i go,Billie Eilish,3
1784,Lost Cause,Billie Eilish,3
1785,Male Fantasy,Billie Eilish,0
1786,my future,Billie Eilish,3
1787,my strange addiction,Billie Eilish,0
1788,Not My Responsibility,Billie Eilish,3
1789,OverHeated,Billie Eilish,3
1790,Oxytocin,Billie Eilish,0
1791,Therefore I Am,Billie Eilish,0
1792,when the party's over,Billie Eilish,3
1793,wish you were gay,Billie Eilish,0
1794,xanny,Billie Eilish,3
1795,you should see me in a crown,Billie Eilish,0
1796,Your Power,Billie Eilish,3
1797,Bad Together,Dua Lipa,2
1798,Be The One,Dua Lipa,0
1799,Begging,Dua Lipa,2
1800,Blow Your Mind (Mwah),Dua Lipa,2
1801,Boys Will Be Boys,Dua Lipa,0
1802,Break My Heart,Dua Lipa,2
1803,Cool,Dua Lipa,2
1804,Dreams,Dua Lipa,2
1805,Future Nostalgia,Dua Lipa,2
1806,Garden,Dua Lipa,0
1807,Genesis,Dua Lipa,2
1808,Good In Bed,Dua Lipa,2
1809,Hallucinate,Dua Lipa,2
1810,Homesick,Dua Lipa,3
1811,Hotter Than Hell,Dua Lipa,2
1812,If It Ain't Me,Dua Lipa,2
1813,Kiss And Make Up,Dua Lipa,2
1814,Last Dance,Dua Lipa,0
1815,Levitating,Dua Lipa,2
1816,Lost In Your Light,Dua Lipa,2
1817,Love Again,Dua Lipa,2
1818,New Love,Dua Lipa,3
1819,New Rules,Dua Lipa,2
1820,No Goodbyes,Dua Lipa,2
1821,Physical,Dua Lipa,0
1822,Pretty Please,Dua Lipa,2
1823,Room For 2,Dua Lipa,2
1824,Thinking 'Bout You,Dua Lipa,0
1825,We're Good,Dua Lipa,0
1826,34+35,Ariana Grande,2
1827,7 rings,Ariana Grande,0
1828,Almost Is Never Enough,Ariana Grande,3
1829,Baby I,Ariana Grande,2
1830,Bad Decisions,Ariana Grande,2
1831,bad idea,Ariana Grande,2
1832,Be Alright,Ariana Grande,0
1833,Be My Baby,Ariana Grande,0
1834,Best Mistake,Ariana Grande,0
1835,better off,Ariana Grande,2
1836,blazed (feat. Pharrell Williams),Ariana Grande,2
1837,bloodline,Ariana Grande,0
1838,borderline (feat. Missy Elliott),Ariana Grande,2
1839,Break Free,Ariana Grande,2
1840,"break up with your girlfriend, i'm bored",Ariana Grande,0
1841,Break Your Heart Right Back,Ariana Grande,2
1842,breathin,Ariana Grande,2
1843,Dangerous Woman,Ariana Grande,0
1844,Daydreamin',Ariana Grande,2
1845,Everyday,Ariana Grande,2
1846,everytime,Ariana Grande,0
1847,fake smile,Ariana Grande,2
1848,get well soon,Ariana Grande,0
1849,ghostin,Ariana Grande,3
1850,God is a woman,Ariana Grande,0
1851,goodnight n go,Ariana Grande,0
1852,Greedy,Ariana Grande,2
1853,Honeymoon Avenue,Ariana Grande,2
1854,I Don't Care,Ariana Grande,0
1855,imagine,Ariana Grande,0
1856,Into You,Ariana Grande,2
1857,Jason's Song (Gave It Away),Ariana Grande,2
1858,Just A Little Bit Of Your Heart,Ariana Grande,3
1859,Knew Better / Forever Boy,Ariana Grande,0
1860,Leave Me Lonely,Ariana Grande,3
1861,love language,Ariana Grande,2
1862,Love Me Harder,Ariana Grande,2
1863,make up,Ariana Grande,2
1864,Moonlight,Ariana Grande,0
1865,My Everything,Ariana Grande,3
1866,my hair,Ariana Grande,2
1867,needy,Ariana Grande,0
1868,no tears left to cry,Ariana Grande,2
1869,obvious,Ariana Grande,0
1870,off the table (with The Weeknd),Ariana Grande,3
1871,One Last Time,Ariana Grande,0
1872,Only 1,Ariana Grande,2
1873,pete davidson,Ariana Grande,0
1874,Piano,Ariana Grande,2
1875,Popular Song,Ariana Grande,2
1876,positions,Ariana Grande,2
1877,pov,Ariana Grande,0
1878,Problem,Ariana Grande,2
1879,safety net (feat. Ty Dolla $ign),Ariana Grande,0
1880,Side To Side,Ariana Grande,0
1881,six thirty,Ariana Grande,0
1882,Sometimes,Ariana Grande,2
1883,sweetener,Ariana Grande,0
1884,Tattooed Heart,Ariana Grande,3
1885,"thank u, next",Ariana Grande,2
1886,The Way,Ariana Grande,2
1887,Thinking Bout You,Ariana Grande,2
1888,Touch It,Ariana Grande,2
1889,Why Try,Ariana Grande,0
1890,worst behavior,Ariana Grande,2
1891,1+11,Sia,2
1892,Alive,Sia,2
1893,Be Good To Me,Sia,0
1894,Big Girls Cry,Sia,0
1895,Bird Set Free,Sia,0
1896,Blow It All Away,Sia,0
1897,Breathe Me,Sia,0
1898,Broken Glass,Sia,4
1899,Burn the Pages,Sia,0
1900,Buttons,Sia,2
1901,Cellophane,Sia,3
1902,Chandelier,Sia,0
1903,Cheap Thrills,Sia,2
1904,Clap Your Hands,Sia,2
1905,Confetti,Sia,2
1906,Day Too Soon,Sia,0
1907,Don't Bring Me Down,Sia,3
1908,Dressed In Black,Sia,2
1909,Elastic Heart,Sia,0
1910,Electric Bird,Sia,2
1911,Everyday Is Christmas,Sia,0
1912,Eye of the Needle,Sia,0
1913,Fair Game,Sia,0
1914,Fire Meet Gasoline,Sia,0
1915,Footprints,Sia,2
1916,Free the Animal,Sia,2
1917,Ho Ho Ho,Sia,2
1918,Hostage,Sia,0
1919,House On Fire,Sia,0
1920,I Go To Sleep,Sia,0
1921,I'm In Here,Sia,0
1922,Jesus Wept,Sia,3
1923,Lentil,Sia,0
1924,Little Black Sandals,Sia,0
1925,Lullaby,Sia,3
1926,Midnight Decisions,Sia,2
1927,Move Your Body,Sia,2
1928,Oh Father,Sia,2
1929,One Million Bullets,Sia,0
1930,Pictures,Sia,0
1931,Reaper,Sia,2
1932,Snowman,Sia,2
1933,Soon We'll Be Found,Sia,0
1934,Space Between,Sia,3
1935,Stop Trying,Sia,0
1936,Straight for the Knife,Sia,0
1937,Sunday,Sia,0
1938,Sweet Potato,Sia,0
1939,The Girl You Lost To Cocaine,Sia,2
1940,The Greatest (feat. Kendrick Lamar),Sia,0
1941,Together,Sia,0
1942,Underneath the Mistletoe,Sia,2
1943,Unstoppable,Sia,0
1944,You Have Been Loved,Sia,0
1945,400 Lux,Lorde,0
1946,A World Alone,Lorde,0
1947,Bravado,Lorde,0
1948,Buzzcut Season,Lorde,3
1949,Dominoes,Lorde,3
1950,Fallen Fruit,Lorde,0
1951,Glory And Gore,Lorde,0
1952,Green Light1,Lorde,0
1953,Hard Feelings/Loveless,Lorde,3
1954,Homemade Dynamite,Lorde,0
1955,Liability,Lorde,3
1956,Liability (Reprise),Lorde,3
1957,Mood Ring,Lorde,3
1958,Perfect Places,Lorde,2
1959,Ribs,Lorde,0
1960,Royals,Lorde,0
1961,Sober,Lorde,3
1962,Solar Power,Lorde,0
1963,Still Sane,Lorde,3
1964,Supercut,Lorde,0
1965,Swingin Party,Lorde,3
1966,Team,Lorde,2
1967,Tennis Court,Lorde,0
1968,The Louvre,Lorde,0
1969,The Path,Lorde,2
1970,White Teeth Teens,Lorde,0
1971,Writer In The Dark,Lorde,3
1972,100 Letters,Halsey,2
1973,3am,Halsey,0
1974,929,Halsey,0
1975,Alanis' Interlude,Halsey,4
1976,Alone,Halsey,2
1977,Ashley,Halsey,0
1978,Bad At Love,Halsey,2
1979,Castle,Halsey,0
1980,Colors,Halsey,2
1981,Coming Down,Halsey,2
1982,Control,Halsey,2
1983,Devil In Me,Halsey,2
1984,Dominic's Interlude,Halsey,0
1985,Drive,Halsey,0
1986,Eyes Closed,Halsey,0
1987,Finally // beautiful stranger,Halsey,0
1988,Forever ... (is a long time),Halsey,3
1989,Gasoline,Halsey,2
1990,Ghost,Halsey,2
1991,Graveyard,Halsey,2
1992,Haunting,Halsey,0
1993,Heaven In Hiding,Halsey,4
1994,Hold Me Down,Halsey,0
1995,Hurricane,Halsey,2
1996,I Walk The Line,Halsey,0
1997,killing boys,Halsey,4
1998,More,Halsey,0
1999,New Americana,Halsey,0
2000,Nightmare,Halsey,0
2001,Now Or Never,Halsey,2
2002,Roman Holiday,Halsey,2
2003,Sorry1,Halsey,3
2004,Still Learning,Halsey,2
2005,Strange Love,Halsey,2
2006,Strangers,Halsey,2
2007,The Tradition,Halsey,3
2008,Trouble,Halsey,3
2009,Without Me,Halsey,0
2010,You should be sad,Halsey,2
2011,Young God,Halsey,0
2012,Aftershock,Demi Lovato,2
2013,All Night Long,Demi Lovato,2
2014,Anyone,Demi Lovato,0
2015,Back Around,Demi Lovato,4
2016,Believe In Me,Demi Lovato,0
2017,California Sober,Demi Lovato,2
2018,Carefully,Demi Lovato,2
2019,Catch Me,Demi Lovato,0
2020,Concentrate,Demi Lovato,0
2021,Confident,Demi Lovato,2
2022,Cool for the Summer,Demi Lovato,2
2023,Cry Baby,Demi Lovato,3
2024,Daddy Issues,Demi Lovato,2
2025,Dancing With The Devil,Demi Lovato,2
2026,Don't Forget,Demi Lovato,0
2027,Every Time You Lie,Demi Lovato,0
2028,Everything You're Not,Demi Lovato,0
2029,Falling Over Me,Demi Lovato,2
2030,Father,Demi Lovato,0
2031,Fire Starter,Demi Lovato,2
2032,Fix a Heart,Demi Lovato,0
2033,For the Love of a Daughter,Demi Lovato,2
2034,For You,Demi Lovato,0
2035,Get Back,Demi Lovato,2
2036,Gift of a Friend,Demi Lovato,0
2037,Give Me Love,Demi Lovato,3
2038,Give Your Heart a Break,Demi Lovato,0
2039,Gonna Get Caught,Demi Lovato,4
2040,Got Dynamite,Demi Lovato,4
2041,Heart Attack,Demi Lovato,0
2042,Here We Go Again,Demi Lovato,4
2043,Hitchhiker,Demi Lovato,0
2044,Hold Up1,Demi Lovato,4
2045,"I Hate You, Don't Leave Me",Demi Lovato,0
2046,I Love Me,Demi Lovato,0
2047,ICU (Madison's Lullabye),Demi Lovato,0
2048,In Case,Demi Lovato,0
2049,In Real Life,Demi Lovato,2
2050,Instruction,Demi Lovato,2
2051,La La Land,Demi Lovato,4
2052,Let It Go,Demi Lovato,0
2053,Lightweight,Demi Lovato,2
2054,Lionheart,Demi Lovato,0
2055,Lonely People,Demi Lovato,2
2056,Made In The USA,Demi Lovato,2
2057,Mistake,Demi Lovato,0
2058,Mr. Hughes,Demi Lovato,2
2059,My Love Is Like a Star,Demi Lovato,0
2060,Neon Lights,Demi Lovato,2
2061,Never Been Hurt,Demi Lovato,4
2062,Nightingale,Demi Lovato,0
2063,No Promises,Demi Lovato,0
2064,Old Ways,Demi Lovato,0
2065,On the Line,Demi Lovato,4
2066,Only Forever,Demi Lovato,3
2067,Party,Demi Lovato,1
2068,Quiet,Demi Lovato,4
2069,Rascacielo,Demi Lovato,0
2070,Ready For Ya,Demi Lovato,2
2071,Really Don't Care,Demi Lovato,2
2072,Remember December,Demi Lovato,0
2073,Ruin The Friendship,Demi Lovato,0
2074,Sexy Dirty Love,Demi Lovato,2
2075,Shouldn't Come Back,Demi Lovato,3
2076,Skyscraper,Demi Lovato,0
2077,Smoke & Mirrors,Demi Lovato,3
2078,So Far So Great,Demi Lovato,0
2079,Solo,Demi Lovato,4
2080,Something That We're Not,Demi Lovato,2
2081,Sorry Not Sorry,Demi Lovato,0
2082,Stars,Demi Lovato,4
2083,Stone Cold,Demi Lovato,0
2084,Stop The World,Demi Lovato,2
2085,Sunset,Demi Lovato,2
2086,Tell Me You Love Me,Demi Lovato,2
2087,The Way You Don't Look At Me,Demi Lovato,0
2088,Together1,Demi Lovato,2
2089,Trainwreck,Demi Lovato,2
2090,Two Pieces,Demi Lovato,0
2091,U Got Nothin' On Me,Demi Lovato,4
2092,Unbroken,Demi Lovato,2
2093,Until You're Mine,Demi Lovato,4
2094,Up,Demi Lovato,2
2095,Warrior,Demi Lovato,0
2096,Who's That Boy,Demi Lovato,2
2097,Wildfire,Demi Lovato,0
2098,Without The Love,Demi Lovato,2
2099,World Of Chances,Demi Lovato,0
2100,Yes1,Demi Lovato,0
2101,Yes I Am,Demi Lovato,0
2102,You Don't Do It For Me Anymore,Demi Lovato,0
2103,You're My Only Shorty,Demi Lovato,4
2104,A Year Without Rain,Selena Gomez,2
2105,Birthday,Selena Gomez,2
2106,Camouflage,Selena Gomez,0
2107,Cologne,Selena Gomez,2
2108,Come & Get It,Selena Gomez,2
2109,Cut You Off,Selena Gomez,0
2110,Feel Me,Selena Gomez,2
2111,Forget Forever,Selena Gomez,1
2112,Good For You,Selena Gomez,2
2113,Hands To Myself,Selena Gomez,2
2114,Kill Em With Kindness,Selena Gomez,2
